Date;S&P;Apple;JP Morgan;BlackRock;Indice_Excel;Rendimiento diario del Indice_Excel
25/10/2018;272,02;54,95;104,86;391,96;219,162;
26/10/2018;267,1;54,075;103,42;386,93;215,725;-0,1070%
29/10/2018;265,61;53,06;104,85;390,65;215,956;-2,1562%
30/10/2018;269,86;53,325;106,7;403,83;220,715;-1,5259%
31/10/2018;272,76;54,715;109,02;411,42;224,135;-0,6815%
01/11/2018;275,42;55,555;108,98;412,99;225,673;0,9461%
02/11/2018;273,89;51,87;108,38;409,76;223,558;-0,3421%
05/11/2018;275,57;50,397;109,09;411;224,3254;-0,5908%
06/11/2018;277,16;50,943;109,6;413,43;225,6586;-2,3087%
07/11/2018;283,13;52,487;111,48;424,73;230,9914;0,3496%
08/11/2018;282,52;52,123;112,38;421,39;230,1866;1,2897%
09/11/2018;279,96;51,118;111,29;413,95;227,2556;2,1895%
12/11/2018;274,51;48,542;108,95;405,42;222,3864;-0,1118%
13/11/2018;274,11;48,057;109,59;407,31;222,6354;1,1584%
14/11/2018;272,21;46,7;107,33;401,98;220,086;-1,2822%
15/11/2018;274,96;47,853;110,07;406,88;222,9446;-0,5468%
16/11/2018;275,74;48,382;109,99;411;224,1704;1,2207%
19/11/2018;271,13;46,465;110,83;407,78;221,467;1,7944%
20/11/2018;266,1;44,245;108,45;402,92;217,563;-0,5085%
21/11/2018;266,96;44,195;107,64;407,62;218,675;0,5909%
23/11/2018;265,31;43,072;106,65;406,61;217,3904;-2,1068%
26/11/2018;269,47;43,655;109,26;418,49;222,069;-0,0662%
27/11/2018;270,32;43,56;109,72;417,16;222,216;-2,2543%
28/11/2018;276,63;45,235;110,94;427,27;227,341;0,5909%
29/11/2018;276,07;44,888;110,06;422,94;226,0056;-0,8613%
30/11/2018;278;44,645;111,19;428,01;227,969;-1,4022%
03/12/2018;281,37;46,205;112,24;434,87;231,211;4,6002%
04/12/2018;272,53;44,173;107,23;408,75;221,0426;1,1414%
06/12/2018;271,82;43,68;105,19;400,23;218,548;2,1526%
07/12/2018;265,6;42,123;103,29;393,1;213,9426;0,0648%
10/12/2018;266;42,4;101,36;393,26;213,804;0,8235%
11/12/2018;266,05;42,158;100,37;385,66;212,0576;-0,7542%
12/12/2018;267,49;42,275;101,02;390,07;213,669;0,2569%
13/12/2018;267,24;42,737;101,12;387,27;213,1214;1,6064%
14/12/2018;262,4;41,37;100,29;382,3;209,752;1,8664%
17/12/2018;255,65;40,985;99,01;378,25;205,909;-0,4932%
18/12/2018;255,62;41,518;98,54;383,35;206,9296;2,1187%
19/12/2018;251,74;40,222;97,29;372,19;202,6364;1,0970%
20/12/2018;247,43;39,208;96,45;371,67;200,4376;1,6715%
21/12/2018;242,35;37,682;94,17;369,16;197,1424;2,3799%
24/12/2018;236,09;36,708;92,14;361,77;192,5596;-4,8451%
26/12/2018;247,67;39,292;95,96;381,23;202,3644;-1,1890%
27/12/2018;250,06;39,037;97,04;387,8;204,7994;0,1193%
28/12/2018;249,33;39,057;96,83;388,23;204,5554;-0,9987%
31/12/2018;251,61;39,435;97,62;392,82;206,619;0,1401%
02/01/2019;251,72;39,48;99,31;389,42;206,33;3,0107%
03/01/2019;245,43;35,548;97,11;377,98;200,2996;-3,4882%
04/01/2019;254,06;37,065;100,69;391,82;207,539;-0,4315%
07/01/2019;255,77;36,982;100,76;392,91;208,4384;-1,0027%
08/01/2019;258,29;37,688;100,57;397,91;210,5496;-0,4867%
09/01/2019;259,49;38,327;100,4;400,19;211,5794;-0,1381%
10/01/2019;260,51;38,45;100,39;399,5;211,872;0,2582%
11/01/2019;260,37;38,072;99,91;397,91;211,3264;0,3373%
14/01/2019;259,11;37,5;100,94;396,42;210,616;-1,0708%
15/01/2019;261,91;38,268;101,68;400,71;212,8956;-1,3893%
16/01/2019;262,6;38,735;102,5;413,04;215,895;-0,3683%
17/01/2019;264,53;38,965;102,92;412,52;216,693;-1,4481%
18/01/2019;268,07;39,205;104,59;419,45;219,877;1,4319%
22/01/2019;264,5;38,325;102,94;413,6;216,773;0,4137%
23/01/2019;264,88;38,48;102,68;408,48;215,88;0,1526%
24/01/2019;265,14;38,175;102,74;406,56;215,551;-0,9216%
25/01/2019;267,5;39,44;103,39;409,95;217,556;0,8123%
28/01/2019;265,35;39,075;103,88;405,36;215,803;-0,1300%
29/01/2019;264,98;38,67;104,17;407,62;216,084;-1,1068%
30/01/2019;269,23;41,312;104,41;408,33;218,5024;-0,9769%
31/01/2019;271,55;41,61;103,5;415,08;220,658;-0,2198%
01/02/2019;271,7;41,63;103,88;416,81;221,144;-0,5953%
04/02/2019;273,65;42,812;104,25;417,98;222,4684;-0,1968%
05/02/2019;274,82;43,545;103,79;417,56;222,907;0,1820%
06/02/2019;274,41;43,56;103,74;416,39;222,502;0,7905%
07/02/2019;271,83;42,735;102,38;415,01;220,757;0,3456%
08/02/2019;272,13;42,603;101,36;411,76;219,9966;-0,0467%
11/02/2019;272,28;42,357;100,88;412,7;220,0994;-1,9577%
12/02/2019;275,82;42,722;102,6;425,51;224,4944;-0,3492%
13/02/2019;276,66;42,545;103,09;427,45;225,281;0,5216%
14/02/2019;276,03;42,7;102,42;423,38;224,112;-1,5693%
15/02/2019;279,16;42,605;105,55;431,95;227,685;0,0301%
19/02/2019;279,55;42,732;105,18;431,07;227,6164;-0,6993%
20/02/2019;280,09;43,007;105,69;437,22;229,2194;0,3873%
21/02/2019;279,21;42,765;105,47;435,02;228,335;-0,4298%
22/02/2019;280,82;43,243;105;436,72;229,3206;-0,3913%
25/02/2019;281,26;43,557;106,1;438,93;230,2214;-0,0344%
26/02/2019;281,05;43,583;105,29;440,53;230,3006;-0,1044%
27/02/2019;280,91;43,717;105,16;442,01;230,5414;0,1042%
28/02/2019;280,32;43,287;104,36;443,22;230,3014;-0,4372%
01/03/2019;282,31;43,743;104,43;443,77;231,3126;0,7632%
04/03/2019;281,16;43,963;104,19;437,33;229,5606;0,4983%
05/03/2019;280,8;43,882;104,11;432,52;228,4224;0,6062%
06/03/2019;279,01;43,63;103,72;429,86;227,046;1,1066%
07/03/2019;276,76;43,125;102,97;423,19;224,561;0,2551%
08/03/2019;276,2;43,228;103,01;421,31;223,9896;-1,5513%
11/03/2019;280,21;44,725;104,35;428,1;227,519;-0,1679%
12/03/2019;281,2;45,228;104,04;427,84;227,9016;-0,7361%
13/03/2019;283,15;45,428;104,39;431,84;229,5916;-0,2575%
14/03/2019;283,01;45,932;105,34;433,63;230,1844;-0,3695%
15/03/2019;284,28;46,53;106,55;433,55;231,038;-0,8842%
18/03/2019;285,41;47,005;107,19;440,48;233,099;0,5533%
19/03/2019;285,54;46,632;106,8;434,57;231,8164;0,9425%
20/03/2019;283,39;47,04;104,52;429,92;229,652;-0,5958%
21/03/2019;286,57;48,772;102,87;430,36;231,0284;2,4786%
22/03/2019;281,16;47,763;99,76;417,36;225,4406;0,3434%
25/03/2019;280,91;47,185;98,93;415,41;224,669;-1,0449%
26/03/2019;282,96;46,697;99,92;422,67;227,0414;0,5054%
27/03/2019;281,58;47,118;99,58;419,64;225,8996;-0,7680%
28/03/2019;282,69;47,18;100,71;424,97;227,648;-0,6084%
29/03/2019;284,56;47,487;101,23;427,37;229,0414;-1,8287%
01/04/2019;287,85;47,81;104,64;438,39;233,308;0,0519%
02/04/2019;287,92;48,505;105,14;436,45;233,187;-0,3592%
03/04/2019;288,44;48,838;105,35;439,07;234,0276;-0,3784%
04/04/2019;289,13;48,923;105,56;441,84;234,9166;-0,5063%
05/04/2019;290,45;49,25;105,31;445,1;236,112;-0,2362%
08/04/2019;290,77;50,025;105,65;446,14;236,671;0,8746%
09/04/2019;289,27;49,875;104,87;439,81;234,619;-0,4751%
10/04/2019;290,22;50,155;105,34;442,76;235,739;-0,3198%
11/04/2019;290,2;49,737;106,23;446,11;236,4954;-1,4271%
12/04/2019;292,16;49,717;111,21;454,35;239,9194;0,3472%
15/04/2019;291,92;49,807;109,94;451,86;239,0894;-1,3439%
16/04/2019;292,14;49,812;111,1;466,54;242,3464;-0,2947%
17/04/2019;291,37;50,783;114,3;467,49;243,0626;0,0987%
18/04/2019;292;50,965;113,46;465,69;242,823;0,0629%
22/04/2019;292,3;51,132;113,6;464,02;242,6704;-1,2989%
23/04/2019;294,84;51,87;113,74;474,03;245,864;-0,3752%
24/04/2019;294,22;51,79;113,55;480,17;246,79;0,5287%
25/04/2019;294,04;51,32;113,61;474,45;245,492;-0,6479%
26/04/2019;295,47;51,075;114,47;478,98;247,093;-0,2606%
29/04/2019;295,79;51,153;116,12;479,84;247,7386;-0,3735%
30/04/2019;295,94;50,167;116,05;485,24;248,6674;0,7142%
01/05/2019;293,8;52,63;115,16;479,13;246,904;0,3163%
02/05/2019;293,26;52,287;115,41;476,41;246,1254;-1,0414%
03/05/2019;296,01;52,938;116,12;482,5;248,7156;0,8268%
06/05/2019;294,9;52,12;115,09;476,37;246,676;2,1420%
07/05/2019;289,91;50,715;113,21;463,77;241,503;-0,0273%
